000BCB9F	GAME_ACTION_CREWDEFENSIVE	ACTIVATE CREW MEMBER
569C574A	TXT_CHUD_TTP_RACENOW_UNAVAILABLE	YOU NEED TO BE LEVEL {0:d} TO USE RACE NOW
56B1E521	SKILLNAME_REDLINE	REDLINE
56B1EE05	NFSW_Toyota_MR2_header1	A SPUNKY MID-ENGINED SPORTS CAR!
56B1EE06	NFSW_Toyota_MR2_header2	DRIVING PLEASURE AWAITS YOU!
56C42A27	FMT_CAR_VARIATION	VARIATION {0:d}
56CDB45B	MSG_PURSUIT_COST_TO_STATE	{1} ${2} COST TO STATE
56CDBBB9	GAMEPAD_POV_DOWN	POV DOWN
56D1F20C	GAMEPAD_POV_LEFT	POV LEFT
56EF8815	HDR_CMN_PURSUIT	PURSUIT
57078E30	NFSW_FORD_MKTOUR_HEADER	Celebrate Racing's Heritage
570F0143	RANKING_HUD_COST_TO_STATE	COST TO STATE
5717C0ED	CLIENT_ERROR_RUNTIME_OUT_OF_MEMORY	Out of memory
5731B1BF	TXT_SYSCHT_LOGINWELC	Welcome to Need For Speed World.
573E490A	TXT_RACEGDT_PLAYERSINVITED	PLAYERS INVITED
575EBD9C	CMN_INSTALLED	INSTALLED
57670A87	TTRL_FINALHELP_1	Now it's time for you to go out and explore the world on your own.\n\nIf you get lost in the game click on the Help button on your Dashboard or the [+] key on your keyboard to bring up the game guide.\n\nGood luck and enjoy the game!
57B46EA1	CMN_TAB_STATS	STATS
5802F524	TLE_POPUP_COMMON_SELL_PART	SELL PART
582242FA	TXT_POPUP_TRANSACTIONFAILED_PERSONANOTRIGHTLEVEL	You need to be a higher level to purchase this upgrade.
583622C4	TXT_NUMB_SLOTS	YOU HAVE {0:d} CAR SLOTS AVAILABLE.
5843ABE1	NFSW_rx7_rz_header1	THE RARE MAZDA RX-7 TYPE RZ
5843ABE2	NFSW_rx7_rz_header2	THIS TIER 2 IS READY TO RACE!
58565A24	TXT_STORE_LOADING_PAGE	LOADING PAGE...
587F3593	CAR_MDL_CHALLENGERN	CHALLENGER CONCEPT
588C4AEA	NFSW_SLR_AD_header1	A SUPERCHARGED WINNER
588C4AEB	NFSW_SLR_AD_header2	EXPERIENCE MASSIVE ACCELERATION
589262EA	NFSW_NISS)GTRS_HEADER	A Monster Drag Car!
589E723F	TXT_NEWS_LEVELUP_FRIEND_2	[0:l4] has reached Level [1:d].<br/>[2:l1]
58B140A0	TXT_POPUP_DELDRVRFAIL	You were unable to delete the Driver. Please try again.
58B96172	TXT_CMN_RACETYPE_CIRCUIT_LOW_LEVEL	CIRCUIT (LOW LEVEL)
58C6AC31	POSTRACE_LUCKYBOX_TITLE	REWARD CARD EARNED
592B6201	FRMT_PAINT_COLOR_HSV	H:{0:d} S:{1:d} V:{2:d}
594360E4	TXT_TLTP_AUDSET_FRMUSVOL	VOLUME FOR BACKGROUND MUSIC IN FREE ROAM
595D7F43	CAR_MDL_SCIONTC	tC
5970A3F6	CUST_VISUAL_ZONE_LICENSE_PLATES	LICENSE PLATES
599C987F	TXT_POPUP_DISCN_RECONCXL	You are not yet reconnected to the Need For Speed World servers. You can keep trying or exit game and log in again.\n\nWhat would you like to do?
59B163BB	KEYBOARD_SC_F1	F1
59B163BC	KEYBOARD_SC_F2	F2
59B163BD	KEYBOARD_SC_F3	F3
59B163BE	KEYBOARD_SC_F4	F4
59B163BF	KEYBOARD_SC_F5	F5
59B163C0	KEYBOARD_SC_F6	F6
59B163C1	KEYBOARD_SC_F7	F7
59B163C2	KEYBOARD_SC_F8	F8
59B163C3	KEYBOARD_SC_F9	F9
59B165C9	KEYBOARD_SC_UP	UP ARROW
59C3F7CD	NFSW_Audi_UR_Quattro_header1	ORIGINAL QUATTRO FOUR WHEEL DRIVE!
59C3F7CE	NFSW_Audi_UR_Quattro_header2	A ROAD & RALLY CAR COMBO!
59DCB1CB	TXT_SLOT_INFO	EARN A CAR SLOT AT LEVEL {0:d} OR BUY ONE WITH ¤BOOST
5A01DE0E	NFSW_Countach_5000_header1	A MID-ENGINED VINTAGE EXOTIC!
5A01DE0F	NFSW_Countach_5000_header2	SHOWSTOPPING V12 POWER!
5A06C032	SKILLS_TITLE	DRIVER SKILLS:
5A172E0A	MSG_PUP_SHIELD_ACTOR	SHIELD BLOCKED {0:s}
5AA104BF	VOICE_FONT_LOWTIMBRE	*LOWER TIMBRE
5ABF0642	CMN_SUCCESS_BODY	This item has now been added to your inventory. 
5AE186E4	CMN_INSURANCE	INSURANCE
5B069407	NFSW_A1_Header1	THE RARE AUDI A1 CLUBSPORT QUATTRO
5B069408	NFSW_A1_Header2	ONLY DRIVABLE IN OUR WORLD!
5B169F9A		ARAXIS
5B2C5307	SKILLMOD_DESC_SUPER_SHOT	Nitrous power increased by {0:s}
5B2D1B6A	NFSW_Camino_TeamEscape_Blue_header1	THE TIER 2 HIGH TAIL ROADSTER IS HERE!
5B2D1B6B	NFSW_Camino_TeamEscape_Blue_header2	DOMINATE TEAM ESCAPE TODAY!
5B5970F0	TXT_PROMO_CARPRZPK_Header1	Guaranteed Car In Every Pack!
5B5FAB5C	TXT_CHATGDT_TOFRNDS	TO FRIENDS
5B6A928A	SKILLNAME_AERODYNAMIC	AERODYNAMIC
5B758771	SKILLTEXT_DEMOLITION_MAN	Increases damage caused in collisions by {0:f.0}%.
5B7E4016	TXT_GET_MORE_BOOST	GET MORE ¤BOOST HERE
5B893362	LBL_WORLD_MAP_OPTIONS_BUTTON_LABEL	OPTIONS
5B8C8763	TXT_SYSCHT_GRP_DRIVERBLOCKED	UNABLE TO SEND A CHAT GROUP INVITE. THAT DRIVER IS CURRENTLY IN YOUR BLOCKED DRIVER LIST.
5B9B0E7C	MSG_FLASHER_PLAYER_BUSTED	{0:s} WAS BUSTED!
5BDC265F	TXT_TTL_CREDITS	CREDITS
5BE0B2FA	TXT_CHATGDT_GENERAL	GENERAL
5BE79D4F	TXT_OPTNS_VOIP_PUSH2TALK_BTN	PUSH-TO-TALK KEY
5BEAD9DD	TXT_NEWS_RARE_ITEM_WON_STREAK_SHORT	Rare part won from Treasure Hunt
5BF0907D	SKILLS_SHOW_KNOWN	SHOW KNOWN SKILLS
5C040D50	TXT_PURSUIT_COP_DEPLOYED	COPS DEPLOYED
5C1B81D6	NFSW_Lamborghini_countach_Cop_Header1	A BLACK & WHITE ICON FROM THE 80s
5C1B81D7	NFSW_Lamborghini_countach_Cop_Header2	HERE TO PROTECT AND SERVE!
5C43FDE6	TXT_POPUP_CHANGE_DRIVER_FAILED	ATTEMPT TO CHANGE DRIVERS FAILED
5C6C36A4	TXT_OPTNS_VOIP_REDUCE_ECHO	ENABLE ECHO REDUCTION
5C74A5A7	CAR_MDL_URQUATTRO	QUATTRO 20 V
5C7AABF3	TXT_TUTRL_BDY_LEVELUP	New levels are attained as you gain sufficient Rep to 'Level Up'. Your Driver Level determines which Races you can take part in, as well as the range of cars and customization options you have access to.
5C94BA4F	TXT_NEWS_TOOLTIP_FRIENDS	SHOW ONLY NEWS ABOUT MY FRIENDS
5CC97515	REWARD_TYPE_RoadblocksDodged_REP	ROADBLOCK AVOIDANCE BONUS {0:f.0}
5CDEF4A2	TXT_CHATGDT_LANGSELECT_TEXT	I WANT TO CHAT WITH OTHER PLAYERS IN {0:s}
5D11A36B	TXT_POPUP_FRIENDALREADY	THAT DRIVER IS ALREADY IN YOUR FRIENDS LIST AND CANNOT BE ADDED AGAIN.
5D2433DD	TXT_CHATGDT_TO_RVSD	TO [{0:d}]
5D50F302	LBL_CMN_VARIATION	STYLE
5D9194B9	TXT_OPTNS_AUD_EVNTMUSICVOL	EVENT MUSIC VOLUME
5DB22F24	CLIENT_ERROR_D3D_OUT_OF_MEMORY	Out of DirectX resources
5DC7696A	TXT_POPUP_PERF_SHOP_PURCHASE_PART_REQUST	ARE YOU SURE THAT YOU WANT TO PURCHASE THIS PART?
5DCE7C05	CAR_MANU_VOLKSWAGEN	VOLKSWAGEN
5DCFA562	NFSW_Z06_Carbon_Beauty2.0_header1	DON'T LET THIS BEAUTY FOOL YOU!
5DCFA563	NFSW_Z06_Carbon_Beauty2.0_header2	SHE'S BACK WITH ATTITUDE!
5DE9DE8C	CMN_PURCHASE_CAR	PURCHASE THIS CAR
5DF2D785	NFSW_2000GTR_COP_header1	RACING HERITAGE MEETS LAW ENFORCEMENT!
5DF2D786	NFSW_2000GTR_COP_header2	HAKOSUKA IS READY TO CHASE!
5DF42C1D	RANKING_HUD_TIME_AS_RABBIT	TIME AS RABBIT
5E095384	SKILL_SELECTION_SKILL_POINT_REQUIRED_RACE	REQUIRES {0:d} POINTS INVESTED IN RACE SKILLS
5E0AA663	TXT_PRFL_TREASURE_HUNT_STREAK	*TREASURE HUNT STREAK
5E17D12C	TXT_CMN_SHOPPING_CART	SHOPPING CART
5E1AF360	TXT_NEWS_TOPSPEED_KPH	KM/H
5E1AFBE2	TXT_NEWS_TOPSPEED_MPH	MPH
5E313C0F	CAR_MDL_GALLARDO10VB	GALLARDO LP 550-2 VALENTINO BALBONI
5EC8B449	TXT_NEWS_CARDPACK_FRANCE_HEADER	FRANCE PACK EXCLUSIVE OFFER
5ED782B4	TOOL_TIP_COLOR_PICKER_BACK	GO BACK
5EEBDCBF	TXT_CHATGDT_TO	TO
5EFF7EE6	TXT_CMN_JOIN_PURSUIT	MULTIPLAYER COOPERATIVE
5F481D20	TXT_OPTNS_VOIP_SPEAK2TALK	VOICE
5F4D9B22	GM_CATALOG_ADR_STYLE02_17_25	ADRENALINE 17"	
5F4DDA13	TXT_HDR_TEAM_RESULTS	TEAM RESULTS
5F4E2783	GM_CATALOG_ADR_STYLE02_18_25	ADRENALINE 18"	
5F4EB3E4	GM_CATALOG_ADR_STYLE02_19_25	ADRENALINE 19"	
5F5BDCFC	GM_CATALOG_ADR_STYLE02_20_25	ADRENALINE 20"	
5F5C695D	GM_CATALOG_ADR_STYLE02_21_25	ADRENALINE 21"	
5F7DE19D	RANKING_HUD_POSITION	POSITION
5FB74B1A	PRESETCAR_DESCRIPTION_ECLIPSEGT_1	BURN
5FB74B1B	PRESETCAR_DESCRIPTION_ECLIPSEGT_2	BOOM
5FB74B1C	PRESETCAR_DESCRIPTION_ECLIPSEGT_3	CAM
5FB7C348	GM_CATALOG_VOLK_STYLE03_17_25	GT-P 17"	
5FB84FA9	GM_CATALOG_VOLK_STYLE03_18_25	GT-P 18"	
5FB8DC0A	GM_CATALOG_VOLK_STYLE03_19_25	GT-P 19"	
5FBDA7BB	TXT_TUTRL_PURSUITEXPLN	The Cops will chase you if they see you doing anything illegal. Once a Pursuit has started you only have two choices:
5FBF95D5	TXT_CNM_ZONE_FORCED_INDUCTION	FORCED INDUCTION
5FC60522	GM_CATALOG_VOLK_STYLE03_20_25	GT-P 20"	
5FC69183	GM_CATALOG_VOLK_STYLE03_21_25	GT-P 21"	
5FCD6095	TXT_CMN_UNBLOCKDRIVER	UNBLOCK DRIVER
5FCFB8AD	PRESETCAR_DESCRIPTION_MS3_1	HADES
5FCFB8AE	PRESETCAR_DESCRIPTION_MS3_2	LANDSHARK
5FCFB8AF	PRESETCAR_DESCRIPTION_MS3_3	EMERALD
6015043C	TXT_ITEMS_WILL_BE_ADDED_TO_ACCOUNT	THESE ITEMS WILL BE ADDED TO YOUR DRIVER
6018A2D1	PRESETCAR_DESCRIPTION_R32_1	BBR
6018A2D2	PRESETCAR_DESCRIPTION_R32_2	TRACK
6018A2D3	PRESETCAR_DESCRIPTION_R32_3	HUNTER
604EAEF6	NFSW_PONT_GTDS_HEADER	Classic American Muscle!
60680569	TXT_RACEGDT_STARTBTN	ENTER LOBBY
606CB326	MSG_PUP_SHIELD_SPECTATOR	SHIELD BLOCKED {0:s}
6089DFF9	TXT_TLTP_OPTNS_DEFAULT	RESET THESE SETTINGS TO DEFAULT VALUES
608D17E9	TXT_NEWS_MUSCLEPACK_50OFF_HEADER	50% OFF MUSCLE PACK EXCLUSIVE SALE
60A55B75	TTRL_RACEICON_1_HDR	JOINING RACES
610149BB	NFSW_mazda_mx5_Header1	TAKE THE MAZDA MX-5 FOR A DRIVE!
610149BC	NFSW_mazda_mx5_Header2	WELCOME A NEW TIER 1 RACER!
61043C6F	TXT_SOC_AUTODECLINE	DECLINE ALL INVITES
611E6215	TXT_LBL_RANKINGS_AVGFINISHINGPLACE	AVERAGE FINISHING PLACE
612199C2	TXT_NEWS_TIER1_ENGINEPACK_SHORT	Tier 1 Engine Pack now on sale!
612BA4A3	CMN_BUY_THIS	BUY THIS
613B1B36	TXT_PLAYERSTANDINGS	PLAYER STANDINGS
6142A33D	TXT_PRFL_PERCNT	{0:d}%
6166C1DB	NFSW_evox_ad_header1	AN EXCLUSIVE NFSW ART TEAM CREATION!
6166C1DC	NFSW_evox_ad_header2	STAND OUT FROM THE PACK!
616B7A45	TXT_CMN_CONDITIONS_DESC_CIRCUIT	BE THE FIRST TO CROSS THE FINISH LINE ON THE FINAL LAP
6171AB65	TXT_REPORT_DRIVER_NAME	DRIVER NAME
617A0C67	TTRL_PAINTSHOP_1_HDR	1. SELECT PART
618C24E8	TTRL_PAINTSHOP_2_HDR	2. SELECT FINISH
6198D07B	GM_CATALOG_TENZO_STYLE02_17_25	RS-5 17"	
61995CDC	GM_CATALOG_TENZO_STYLE02_18_25	RS-5 18"	
6199E93D	GM_CATALOG_TENZO_STYLE02_19_25	RS-5 19"	
619E3D69	TTRL_PAINTSHOP_3_HDR	3. SELECT COLOR
61A71255	GM_CATALOG_TENZO_STYLE02_20_25	RS-5 20"	
61A79EB6	GM_CATALOG_TENZO_STYLE02_21_25	RS-5 21"	
61B055EA	TTRL_PAINTSHOP_4_HDR	4. FINISH AND PAY
61E6D115	NFSW_BMW_E#)J_HEADER1	Celebrate Oktoberfest!
620388E8	TXT_SH_POPUP_NOT_ENOUGH_BOOST_TITLE	NOT ENOUGH ¤ BOOST
6215AF43	TXT_TOOLTIP_DURABILITY_INSURANCE_ACTIVE	DURABILITY: {0:d}% INSURANCE IS NOW ACTIVE
622EB4C1	TXT_NEWS_TOOLTIP_COSTTOSTATE	Highest Cost to State in an evaded Pursuit
624AE25E	NFSW_FORD_LSCN_HEADER	Rich Motorsport History!
6258E97F	TXT_ACHIEVEMENT_COMPLETE	<font color='#C5E020'>COMPLETED</font>
625EAAEA	NFSW_NISSAN_370Z_RE_RELEASE_Header1	370Z IS BACK AND BETTER THAN EVER!
625EAAEB	NFSW_NISSAN_370Z_RE_RELEASE_Header2	RE-TUNED AND READY TO RACE
625EAFC5	TXT_BOOT_INIT	INITIALIZING NEED FOR SPEED WORLD
62641D2C	TXT_SYSCHT_CHANNEL_JOINED	You joined Channel {0:s} {1:d}.
62675AC1	TLE_POPUP_RENTAL_CAR_EXPIRED	RENTAL CAR EXPIRED
62891A77	CMN_COMPATIBLE_WITH	COMPATIBLE WITH:
628DD8CD	TXT_PRFL_BEST_TIME	BEST TIME
6297470C	TTRL_REWARDS_1	You earn Reputation (or Rep) and Cash at the end of every race.\n\nRep lets you level up to unlock car slots and vinyl categories, while Cash is used to buy cars and parts.
62A70CD6	TXT_TLTP_GPLSET_CARCAM	ADJUSTS THE DRIVING CAMERA POSITION
62A817A1	CAR_MDL_ALFAROMEO8C	8C COMPETIZIONE
62AA6595	NFSW_LAMB_AVEN_BEAT_HEADER1	Exotic in Looks! Beast at Heart!
62B0DD76	TXT_CMN_COST_TO_STATE	COST TO STATE:
62C3E777	TXT_CXMU_GRP_UNMUTE_PERSONA	UNMUTE DRIVER
62D26A96	TXT_CMN_FINISHED_SKILLS	FINISHED
62DA8A00	TXT_PARTSHP_CAR_PERFORM_ENHANCE	THIS PACKAGE WILL ENHANCE YOUR CAR PERFORMANCE
62FCA1E4	CMN_FAILURE_PURCHASE_BOOST	PRESS THE BUTTON AT THE TOP RIGHT OF YOUR SCREEN TO TOP UP YOUR ACCOUNT.
635E1F23	SKILLNAME_TERMINATOR	TERMINATOR
63701A39	TXT_PURSUIT_COP_DESROYED	TOTAL COPS TAKEN OUT
63892F97	LBL_LOBBY_PLAYER_IN_POST	POST EVENT
63A3B971	TTRL_LEVELUP_1	You've earned enough Rep to level up.\n\nAs your level increases, you can join new race events and purchase more cars and parts.
63B15265	REWARD_TYPE_Bounty_TOKEN	BOUNTY BONUS {0:$}
63C04249	NFSW_bmw_gts_cop_Header1	RULE THE ROADS WITH THIS COP CAR!
63C0424A	NFSW_bmw_gts_cop_Header2	CUSTOM RUSSIAN LICENSE PLATE
63C3A120	GM_CATALOG_5ZIGEN_STYLE05_17_25	GRAVIS 1 17"	
63C42D81	GM_CATALOG_5ZIGEN_STYLE05_18_25	GRAVIS 1 18"	
63C4B9E2	GM_CATALOG_5ZIGEN_STYLE05_19_25	GRAVIS 1 19"	
63D08D68	NFSW_SLR COP_header1	PROTECT AND SERVE AT NFSW!
63D08D69	NFSW_SLR COP_header2	ENGAGING DRIVING EXPERIENCE
63D1E2FA	GM_CATALOG_5ZIGEN_STYLE05_20_25	GRAVIS 1 20"	
63D26F5B	GM_CATALOG_5ZIGEN_STYLE05_21_25	GRAVIS 1 21"	
63E9586A	TTRL_SKILL_MODS_CUSTOMIZATION_HDR	SKILL MODS CUSTOMIZATION
63EB934E	TXT_OPTNS_VID_CUSTOM	CUSTOM
63F35565	GM_CATALOG_BBS_STYLE05_17_25	RK 17"	
63F3E1C6	GM_CATALOG_BBS_STYLE05_18_25	RK 18"	
63F46E27	GM_CATALOG_BBS_STYLE05_19_25	RK 19"	
63FFB403	LBL_PERF_STATS_W_COLON	PERFORMANCE STATS:
6401973F	GM_CATALOG_BBS_STYLE05_20_25	RK 20"	
640223A0	GM_CATALOG_BBS_STYLE05_21_25	RK 21"	
64032F7C	TXT_HELP_POWERUP_COOLDOWN	Use the Cooldown Powerup to instantly end a Pursuit once you enter the Evade state. 
640344B3	TXT_HDR_DRIVINGYOURCAR	CONTROLLING YOUR CAR
64046C4F	TXT_CXMU_GRP_GROUPCHAT	GROUP CHAT
641B354E	SKILLTEXT_AERODYNAMIC	Increases the power of Slingshot by +{0:f.0}%.
64261A92	TXT_PAINT_SHOP_TIPS	TIPS:
6441267A	CMN_SELECTED_CAR	SELECTED CAR
64694637	NFSW_LAMLP_DRAG_HEADER	Modified for the Drag Strip!
64841E55	SKILLMOD_DESC_UNRELENTINGFORCE	Juggernaut cooldown reduced by {0:s}
648BFD55	CMN_OFFR_LIM_EDITION	LIMITED EDITION
648F06D0	TXT_NEWS_SALE_TIER1SPECIALCARDPACKS	Tier 1 Special Packs are now on sale! These exclusive packs give you guaranteed Pro part types. You can only purchase them during these special sales, so buy them before they disappear!
64E129B7	SKILL_SELECTION_REQUIREMENT_TEXT	REQUIRES A DRIVER LEVEL OF {0:d} AND AT LEAST {1:d} SKILL POINTS INVESTED IN THIS CATEGORY.
64F786A3	TXT_PRODUCT_TAG_NEW	NEW
64F96FCE	TXT_TLTP_GPLSET_DAMAGE	SHOWS OR HIDES THE APPEARANCE OF DAMAGE TO YOUR CAR
65133CE9	CMN_OFFR_ON_SALE	ON SALE
651A3DD9	GAMEPAD_AXIS_X	X AXIS
651A3DDA	GAMEPAD_AXIS_Y	Y AXIS
651A3DDB	GAMEPAD_AXIS_Z	Z AXIS
651A5361	CMN_CONTINUE	CONTINUE
652047DC	LBL_CAR_PURCHASE_SELECT_A_CAR	SELECT A CAR
653F1F1C	TXT_NEWS_1YEAR	Need For Speed World is celebrating its 1-Year Anniversary with brand new cars and exclusive visual customization options! Check them out now! [0:l0]
655C61FF	MSG_PUP_OVERREV_SHIFT	OVER REV
656EC7E5	TXT_TUTRL_CLICKICONMAP	Click a Race Icon on your World Map, then:
6579B0F7	TXT_CMN_RACEENDSIN	RACE ENDS IN
658D0C15	TOOL_TIP_WALDO_SKEW_RIGHT	SKEW VINYL RIGHT
65ADCEDC	TXT_SYSCHT_LOGOUTMSG	You are now leaving Need For Speed World.
65B6E09D	TXT_CMN_KEEPTRYING	KEEP TRYING
65C242B3	SKILL_MOD_SECONDS_FORMAT	{0:f.0} s
65C649FA	CMN_NEW_OVERALL	NEW OVERALL
65CD458B	PRESETCAR_DESCRIPTION_RX7_01	DARK SCARLET
65CD458C	PRESETCAR_DESCRIPTION_RX7_02	PICK
65CD458D	PRESETCAR_DESCRIPTION_RX7_03	SKATE
65D60AF6	TXT_BOOT_LOADING_WORLD	CREATING WORLD NODES
65EA5D77	MSF_ERROR_0505	You were disconnected because your account was logged-in at another location.
65EA66BC	MSF_ERROR_0762	The display name already exists.
65EA66BD	MSF_ERROR_0763	DRIVER NAME MUST BE NO MORE THAN {0:d} CHARACTERS.
65EA66BE	MSF_ERROR_0764	DRIVER NAME CAN BE NO FEWER THAN {0:d} CHARACTERS.
65EA66BF	MSF_ERROR_0765	DRIVER NAME APPEARS TO CONTAIN FORBIDDEN WORDS.
65EA66DC	MSF_ERROR_0771	Unable to Whisper. Driver cannot be found.
65EA6E78	MSF_ERROR_0902	[JOIN CHAT ROOM FAILED] COULD NOT REGISTER DRIVER TO JABBER SERVER.
65EAF699	MSF_ERROR_1803	Invalid Username. Please enter one without any special characters
65F080C5	CUST_VINYL_GROUP_CHIBIS_NEST	CHIBI'S NEST
660646B2	TOOL_TIP_WALDO_MOVE_RIGHT	MOVE VINYL RIGHT
6612968B	PARTMANU_VENTURA	VENTURA
6612E011	TXT_SYSCHT_GRP_DRVRJOIN	[{0:s}] has joined the Group.
661B89D2	TXT_CMN_TEAM_ESCAPE	TEAM ESCAPE
6623FB4A	TXT_RESULTS_SUGGSALE_TEAM_SLINGSHOT	Gives your team a short boost in speed.
66273DAE	TXT_CMN_CONDITIONS_DESC_PURSUIT	TEAM UP WITH RACERS TO ESCAPE THE COPS BEFORE TIME RUNS OUT
66427955	TXT_POPUP_BUYPERFORMANCEUPGRADEFAIL_PERSONANOTRIGHTLEVEL	YOU NEED TO BE A HIGHER LEVEL TO PURCHASE THIS UPGRADE.
6652DE87	NFSW_CHYL_300_HEADER!	HEMI V8 Power!
66670E32	TXT_POWUP_TRAFFIC_MAGNET	TRAFFIC MAGNET
6670F229	TXT_PRFL_SHAREMESSAGE	SHARE A MOTTO
667F0EEE	CUST_PAINT_GROUP_IRIDESCENT	IRIDESCENT FINISH
66A4B591	CMN_RENT_IT	RENT IT
66D7532C	TXT_LVL_REQUIRED	LEVEL 6 REQUIRED
66E82DDD	TXT_TUTRL_BDY_WORLDMAP_EVENT	Race events appear on the map with an icon indicating the type of Race. Drag the cursor over the event icon for more info or click the icon to get a menu with two options: Teleport or Join Race.\n\nThe Activity Meter shows how popular each particular Event is; the more popular the less time you spend waiting for a race to start.
66F1A65D	TXT_CNM_ZONE_TIRES	TIRES
66FEB1A1	CMN_RESTART	RESTART
6708B41E	TXT_OPTNS_VOIP_MIC_LEVEL	MICROPHONE SIGNAL LEVEL
673F2749	GAMEPAD_BUTTON	BUTTON %d
6747D054	REGION_NAME_ROSEWOOD	ROSEWOOD
676781AD	TXT_CHAT_LANG_POLISH	POLISH
6771F071	TXT_BOOT_CONNECTING_TO_SERVER	DECODING NETWORK SOCKET
67A9BB9D	ALL_CHARACTERS_TC_1	Only used for TC.
67A9BB9E	ALL_CHARACTERS_TC_2	Only used for TC.
67F197A9	TXT_PRFL_FASTEST_HUNT	*FASTEST TREASURE HUNT
68063293	LBL_EMPTY_DRIVER_SLOT	EMPTY DRIVER SLOT
6806C056	TXT_NEWS_TIER1_TRANSMISSIONPACK_SHORT	Tier 1 Transmission Pack now on sale!
6816443F	TXT_SOCL_FR_EMPTYFRLST	YOU CURRENTLY HAVE NO FRIENDS. RIGHT-CLICK A PLAYER AND USE THE CONTEXT MENU TO ADD THEM AS A FRIEND
6831CC48	TXT_RACEGDT_LEAVEBTN	CANCEL LOBBY
68561C53	TXT_HELP_POWERUP_JUGGERNAUT	Juggernaut is great for smashing cars as it increases your speed and weight but adversely affects handling.
68635D60	TXT_NEWS_SALE_TIER2SPECIALCARDPACKS_SHORT	Tier 2 Special Packs exclusive offer!
6865E52D	CAR_MDL_CHALLENGER71	CHALLENGER R/T
688B86B9	BDY_POPUP_BUY_CAR_FAILED	AN ERROR HAS OCCURRED WHILE PURCHASING YOUR CAR - PLEASE TRY AGAIN
6892DBD3	TXT_SH_POPUP_SAVE_CHANGES_TITLE	SAVE CHANGES
68B40F8D	GM_CATALOG_RACINGHART_STYLE01_17_25	CP 17"	
68B49BEE	GM_CATALOG_RACINGHART_STYLE01_18_25	CP 18"	
68B5284F	GM_CATALOG_RACINGHART_STYLE01_19_25	CP 19"	
68C25167	GM_CATALOG_RACINGHART_STYLE01_20_25	CP 20"	
68C2DDC8	GM_CATALOG_RACINGHART_STYLE01_21_25	CP 21"	
68E2DB9D	TXT_NEWS_CAR_CLASS_CHANGED_SHORT	Friend's Car Class Increased
692D929C	LB_NOS	{0:d}x NITROUS
692DA253	LB_REP	{0:d}
6942F2F5	LBL_CMN_CONTINUE_CUSTOMIZING	CONTINUE EDIT
69495DA0	MSG_TAG_RABBIT_PLAYER	{1:S} IS THE RABBIT
6950C8D6	NFSW_CHEV_CVAS_HEADER	Enhanced Corvette Engineering!
6984B0C7	CAR_MANU_DODGE	DODGE
699925DC	TXT_SKILL_SHOP_BUY_CARD_PACK	WIN 4-STAR RACE SKILLS!
69AC8A23	TXT_NEWS_CARDPACK_MUSCLE_HEADER	MUSCLE PACK EXCLUSIVE OFFER
69BF91F6	TXT_LEVEL_UP_LOCKED_SUBTITLE	WITHOUT A STARTER PACK
69E1ECED	SERVERERROR_FATAL_TIMEOUT	A time out occurred whilst waiting for the server.
69EA5246	NFSW_Delta_HF_Integrale_header1	THE BLUEPRINT OF A RALLY RACER!
69EA5247	NFSW_Delta_HF_Integrale_header2	TRUE RAZOR SHARP HANDLING!
69EDA419	TXT_CXMU_INVITEDRVR2	INVITE TO GROUP
6A104FF5	CAR_MANU_LEXUS	LEXUS
6A15BABB	CAR_MANU_LOTUS	LOTUS
6A203D31	CAR_MANU_MAZDA	MAZDA
6A2BFB91	CAR_MANU_CADILLAC	CADILLAC
6A5E52AE	TXT_STATUSFILTER_TIME_LIMITED_OFFER	LIMITED TIME
6A752485	SKILLNAME_PERSEVERENCE	PERSEVERENCE
6A838014	CMN_SELL_CARS	SELL CARS
6A88744E	TXT_OPTNS_VID_SHADRDETL	SHADER DETAIL
6A8DA220	CAR_MANU_SCION	SCION
6AC0F6A7	NFSW_FordGT_40MK1_header1	THE GT40 MK.I IS LEGENDARY!
6AC0F6A8	NFSW_FordGT_40MK1_header2	HISTORIC RACECAR HANDLING!
6ACEF3C4	TXT_LBL_MAPEVENT_SHOWPOINTOFINTEREST	SHOW POINTS OF INTEREST
6B0242BD	SKILLTEXT_RAPID_FIRE_R5	Decreases Nitrous cooldown timer by {1:seconds.1} seconds.
6B0AE913	TXT_POPUP_BUYCARFAIL_INVALIDBASKET	Buy Car Failed. Invalid Basket.
6B389A22	CMN_SELECT_AN_AREA	SELECT AN AREA
6B472A15	TXT_CMN_CONDITIONS	CONDITIONS
6B4923CD	LB_TOKEN	{0:d} CASH
6B5ED324	TXT_SYSCHT_GRP_DRVROFFLINE	Unable to send invite. Driver is offline.
6B637967	SKILLTEXT_TERMINATOR	Rep rewards for destroyed Cop vehicles are increased by {0:f.0}%.
6B8EE323	TXT_PURSUITEVENT_CAMDEN	CAMDEN PURSUIT
6B968A2A	ID_COMMON_TIME_FORMAT	h:m:s.ff
6BAAC40E	TXT_LEVEL_UP_LOCKED_DESCRIPTION	The Need for Speed World Trial progression is limited to Level 10. You can still continue to play the game and take part in Races however you will not progress to a higher level. To progress further you need to purchase the Starter Pack. Click the button below to purchase it.
6BC50B28	TXT_CLICK_NEXT_TO_CONTINUE	CLICK NEXT TO CONTINUE
